@RELATION svmSentimentAnalysis
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {NEGATIVE,POSITIVE}

@DATA
0.079437,0.027430,3.082962,0.176051,0.195521,0.587661,0.014328,0.109518,-27.085867,2.280511,0.212256,-0.029728,-0.132636,0.182689,0.106094,-0.175876,-0.009387,0.059668,-0.127325,0.106524,0.006914,0.016873,0.004382,0.029586,0.010166,0.039151,0.011072,0.024637,0.001855,0.009027,0.021337,0.062513,0.003324,0.031119,0.002081,0.000109,0.006041,0.001703,-0.000880,0.033279,-0.000552,0.005268,0.152021,-0.047788,-0.040135,-0.019538,-0.023116,0.009208,0.011377,-0.020126,0.005902,-0.002928,-0.016884,0.000723,-0.005784,0.000074,0.000073,0.000588,0.000263,-0.000768,-0.000066,-0.002281,0.000544,0.000116,0.000059,-0.000813,0.000025,-0.000833,0.047231,0.027167,0.252105,0.048599,0.034006,0.371991,0.009110,0.087390,2.134342,0.576055,0.642086,0.435908,0.401786,0.291132,0.322562,0.272875,0.270108,0.289707,0.328840,0.266759,0.262569,0.017792,0.007105,0.027599,0.018331,0.032403,0.015391,0.023360,0.001995,0.010156,0.019376,0.040200,0.004433,0.009592,0.054233,0.029459,0.343295,0.053491,0.034497,0.395401,0.011640,0.103322,1.749206,0.589732,0.512769,0.436291,0.428576,0.335159,0.311581,0.250124,0.280154,0.300683,0.287580,0.267096,0.270069,0.023283,0.008677,0.029040,0.024014,0.036190,0.017755,0.029434,0.002246,0.014335,0.020407,0.041375,0.005610,0.011655,POSITIVE
0.126397,0.051469,3.107434,0.204851,0.191931,0.662412,0.018417,0.202926,-24.432241,2.422654,-0.540137,-0.402698,-0.617098,0.251001,0.097620,0.055619,0.059704,0.023121,-0.102909,-0.003071,-0.171020,0.030879,0.007620,0.014746,0.009439,0.029050,0.007136,0.017016,0.002667,0.004507,0.034749,0.028250,0.011642,0.026585,0.003667,-0.001613,0.004398,0.002866,-0.000650,0.032381,0.000434,0.008011,0.130954,-0.060990,0.046842,-0.080412,-0.040324,0.030711,-0.016050,-0.007407,0.000109,-0.005446,0.004584,-0.005767,0.004341,-0.000819,0.000101,0.002547,0.002015,-0.001861,0.000372,-0.000848,0.000032,0.000006,-0.001145,-0.003823,0.000075,-0.000544,0.112566,0.056156,0.242058,0.098504,0.052297,0.421226,0.012163,0.172990,2.488788,0.603112,0.747961,0.497571,0.566069,0.349676,0.399471,0.234312,0.281851,0.250245,0.271875,0.331520,0.412338,0.042402,0.011731,0.016593,0.012587,0.036205,0.011531,0.025992,0.005065,0.006815,0.038541,0.030487,0.021535,0.011551,0.114332,0.061187,0.331837,0.098981,0.072091,0.429147,0.013300,0.165178,2.372621,0.776546,0.644496,0.524891,0.591967,0.361758,0.380394,0.315213,0.310144,0.314147,0.307696,0.375476,0.437694,0.043574,0.014813,0.020504,0.015707,0.044757,0.015468,0.034165,0.005179,0.009462,0.051298,0.035720,0.032620,0.014330,POSITIVE
0.092897,0.047763,3.123498,0.178014,0.193797,0.407069,0.023888,0.115406,-25.921058,2.794792,-0.057685,-0.242576,-0.727421,0.197418,0.072458,0.082571,-0.026984,-0.116317,-0.310415,-0.100438,-0.092590,0.010891,0.004851,0.054097,0.025923,0.019448,0.003740,0.020088,0.000544,0.004005,0.026341,0.035397,0.004045,0.033343,-0.000845,0.002453,0.122965,0.002616,0.000384,0.029070,0.002051,-0.000281,0.099452,-0.133024,0.164120,-0.057210,-0.078103,0.134939,-0.073588,0.007970,0.083673,-0.046011,-0.003058,-0.054818,-0.033926,-0.000030,0.001022,0.003049,0.000242,-0.003373,-0.000839,-0.000450,-0.000063,-0.000143,-0.000177,-0.000237,-0.000438,0.000347,0.079541,0.036983,0.244929,0.084825,0.045049,0.385574,0.013581,0.125420,2.209012,0.600817,0.589478,0.433337,0.438356,0.307423,0.328054,0.236031,0.217092,0.211123,0.289303,0.186334,0.206523,0.016909,0.010334,0.041664,0.022378,0.022848,0.004644,0.028140,0.000759,0.005414,0.028504,0.032646,0.007660,0.014537,0.084288,0.052892,0.443148,0.081482,0.048512,0.385588,0.021078,0.120756,1.642944,0.975586,0.512902,0.381022,0.588347,0.255210,0.366558,0.318914,0.242131,0.297047,0.348900,0.215438,0.257270,0.021902,0.013408,0.062805,0.033488,0.026112,0.005755,0.030550,0.001138,0.004832,0.023787,0.027977,0.008227,0.018928,POSITIVE
0.144597,0.029017,2.986512,0.235874,0.212474,0.789925,0.012444,0.209379,-27.543801,2.205042,0.211862,0.181940,-0.305651,0.287138,0.169951,-0.060552,0.153701,-0.030664,0.006842,0.109149,0.011910,0.016727,0.003081,0.021321,0.008486,0.030611,0.009720,0.022372,0.002116,0.011052,0.021738,0.057754,0.005824,0.026681,-0.000116,-0.000012,0.000789,-0.000565,-0.000460,-0.001954,0.000038,-0.000194,-0.015240,0.001642,-0.001304,0.001712,-0.000005,0.001126,0.001118,0.002010,-0.001219,0.000398,0.000674,-0.001590,-0.000079,0.000022,-0.000014,0.000027,-0.000093,0.000008,-0.000039,0.000077,-0.000000,0.000008,-0.000017,0.000475,-0.000007,0.000108,0.151523,0.039793,0.345149,0.128678,0.044545,0.624409,0.009070,0.238215,3.639970,0.712768,0.779206,0.467246,0.486290,0.306690,0.319947,0.289102,0.225467,0.286047,0.255167,0.201729,0.256079,0.020090,0.007176,0.018992,0.010187,0.028742,0.013972,0.020934,0.004525,0.014012,0.024476,0.048069,0.010944,0.012442,0.143807,0.041513,0.518540,0.122408,0.052079,0.624828,0.009641,0.238943,1.982192,0.796919,0.624765,0.392275,0.415910,0.348089,0.336107,0.318712,0.260812,0.294535,0.269625,0.258360,0.301272,0.022984,0.009693,0.020685,0.013360,0.031201,0.016444,0.026071,0.005364,0.013361,0.030739,0.046811,0.014885,0.013738,POSITIVE
0.116054,0.082704,3.040201,0.208322,0.204442,0.486835,0.035487,0.134545,-24.883903,2.784342,0.215524,-0.045446,-0.785202,0.008375,0.258341,0.080055,0.089913,-0.161861,-0.537867,-0.320451,-0.352420,0.080420,0.012189,0.032855,0.007130,0.003050,0.001350,0.006586,0.001622,0.001956,0.031354,0.026157,0.013859,0.035523,-0.059392,0.004739,-0.021907,-0.051122,-0.006960,-0.166522,0.005616,-0.077273,0.555591,0.080934,-0.184155,0.025962,-0.011438,-0.007529,0.009747,-0.051259,-0.033130,0.071939,-0.068021,-0.042144,-0.052090,0.013146,0.001865,0.001225,0.000123,-0.000065,0.000044,0.000448,-0.000144,0.000129,0.000153,0.000213,0.003387,0.003532,0.189328,0.085090,0.311905,0.163142,0.058778,0.613704,0.026506,0.252896,3.122884,0.999488,1.003561,0.404181,0.507449,0.192969,0.297749,0.216917,0.165122,0.278854,0.374537,0.169243,0.199560,0.078404,0.016275,0.033708,0.007534,0.003229,0.000898,0.005191,0.002607,0.001712,0.065093,0.039802,0.025177,0.018431,0.162219,0.088487,0.508969,0.123494,0.057231,0.658021,0.034642,0.263086,2.338366,1.281074,1.044502,0.493906,0.644604,0.238806,0.422361,0.301037,0.196937,0.310789,0.276434,0.199964,0.207139,0.073292,0.018059,0.036298,0.009257,0.005107,0.001532,0.007935,0.003811,0.002349,0.079254,0.062980,0.034758,0.021677,POSITIVE
0.075489,0.075321,2.969505,0.196026,0.192963,0.644667,0.021925,0.181974,-23.733115,2.377064,0.049547,-0.348248,-0.606202,0.053639,0.194443,-0.199044,-0.209392,-0.372551,-0.409403,0.173197,-0.146144,0.051512,0.004347,0.029745,0.021213,0.045159,0.019936,0.010946,0.001819,0.006092,0.010388,0.018508,0.006599,0.031781,0.002767,0.005906,-0.004284,0.000980,-0.001087,0.005157,0.000315,0.006316,0.481872,-0.027707,-0.038570,-0.079968,-0.076863,0.025163,0.007831,0.003773,-0.018316,-0.024748,0.015957,0.032904,0.018768,0.000041,-0.000052,-0.002198,0.000539,0.000959,0.000067,-0.002482,0.000034,0.000118,0.001590,-0.006082,-0.000073,-0.000810,0.035037,0.054829,0.473289,0.114728,0.058521,0.343032,0.020820,0.229173,2.522546,0.634011,0.793030,0.353237,0.653133,0.509785,0.409577,0.287392,0.338925,0.421244,0.512014,0.341175,0.425816,0.076236,0.005168,0.040667,0.029399,0.050705,0.026756,0.013084,0.002891,0.010711,0.011043,0.028795,0.009967,0.017054,0.039446,0.063113,0.692753,0.103108,0.046372,0.416271,0.024901,0.255315,2.635630,0.814154,0.489099,0.373433,0.572050,0.449778,0.477834,0.381983,0.283026,0.402594,0.435602,0.356945,0.498369,0.100514,0.006189,0.057973,0.044910,0.071918,0.036324,0.010666,0.003358,0.014068,0.009859,0.033653,0.012875,0.021063,POSITIVE
0.118298,0.038817,2.961415,0.204234,0.193208,0.744459,0.018783,0.172000,-25.845667,2.208579,0.235226,0.023672,-0.547150,0.113011,0.024911,0.021431,0.094654,-0.076023,-0.061750,0.043489,-0.107153,0.019712,0.006408,0.026463,0.013643,0.013525,0.007464,0.026203,0.001552,0.009632,0.026752,0.043019,0.008916,0.027310,0.000075,0.000221,-0.000866,-0.000615,-0.000453,-0.006448,0.000249,-0.001625,0.045670,0.010567,0.004783,0.000052,0.000943,-0.004378,-0.003771,-0.005689,-0.000907,-0.000616,-0.002535,-0.002583,-0.003191,0.000049,-0.000027,-0.000031,-0.000078,-0.000179,0.000026,-0.000043,-0.000001,0.000839,0.000031,-0.000093,-0.000015,0.000108,0.108805,0.043434,0.409911,0.103536,0.043457,0.618396,0.011747,0.190066,2.874161,0.825172,0.903652,0.468392,0.515295,0.352651,0.345297,0.284229,0.300238,0.228010,0.295658,0.290408,0.298261,0.021850,0.010113,0.032282,0.020632,0.016227,0.010207,0.031941,0.002963,0.011410,0.033923,0.043759,0.016139,0.014241,0.116195,0.047565,0.635588,0.110215,0.044482,0.733345,0.014750,0.229705,2.562584,0.930896,0.769377,0.415537,0.562726,0.358750,0.373549,0.379706,0.345975,0.309194,0.347257,0.319081,0.323485,0.025517,0.013527,0.038397,0.030283,0.020742,0.013943,0.032358,0.003744,0.014640,0.043241,0.045581,0.022726,0.015474,POSITIVE
0.134182,0.085765,2.925260,0.220690,0.202011,0.679138,0.019605,0.200465,-23.783592,2.350106,-0.091842,-0.199202,-0.816039,0.253596,-0.037227,-0.056724,0.063679,0.060301,-0.098733,0.006230,-0.293233,0.023222,0.010777,0.009621,0.003392,0.010436,0.006973,0.005326,0.001443,0.002734,0.036484,0.066398,0.011629,0.028331,0.002222,0.008756,-0.002678,-0.000555,-0.004054,0.007731,0.000595,0.001812,0.317109,-0.049173,-0.025724,-0.051213,-0.090247,0.033249,0.031920,-0.009996,-0.002053,-0.010503,-0.000050,0.033645,-0.009485,-0.002065,0.000016,-0.001084,-0.000030,-0.002082,0.000308,-0.000299,0.000026,-0.000004,-0.000185,-0.005838,-0.000099,-0.001862,0.156975,0.075279,0.484589,0.149929,0.055604,0.605331,0.014931,0.250798,2.572261,0.649664,0.821350,0.422838,0.484068,0.393628,0.427007,0.282850,0.267887,0.201265,0.225544,0.373283,0.313971,0.026882,0.020259,0.010453,0.003233,0.014469,0.011786,0.007089,0.002057,0.003223,0.046787,0.061857,0.018325,0.015649,0.195727,0.080832,0.664818,0.198781,0.065506,0.705889,0.022462,0.320035,2.965274,0.724314,0.823576,0.545906,0.552850,0.514734,0.382767,0.389616,0.333448,0.290478,0.272232,0.404382,0.393047,0.033579,0.018963,0.014165,0.004648,0.015725,0.016200,0.009722,0.002516,0.004712,0.060738,0.064233,0.023798,0.014607,POSITIVE
0.094688,0.075846,3.063515,0.177416,0.181681,0.529980,0.021715,0.142903,-24.085319,2.527176,-0.028508,-0.385274,-0.739318,0.384319,-0.115988,-0.024194,0.054466,-0.083532,-0.346638,-0.139139,-0.460630,0.073886,0.009602,0.028253,0.014408,0.015817,0.003449,0.024607,0.003971,0.003735,0.012706,0.024586,0.017174,0.034371,0.001745,0.008139,0.023373,-0.007634,-0.011211,-0.021236,0.002248,-0.001042,0.785041,0.070957,-0.028431,-0.017014,-0.008484,0.095719,-0.102591,-0.012777,-0.042832,0.064767,-0.071259,-0.065859,-0.114760,0.024730,-0.000452,-0.002235,-0.000328,-0.002268,-0.000704,-0.004207,0.000435,-0.000409,-0.000728,-0.008348,0.004089,0.004524,0.073873,0.062334,0.269125,0.075627,0.041204,0.416471,0.010314,0.130310,2.402712,0.633511,0.579379,0.450699,0.386239,0.259729,0.313474,0.330469,0.254892,0.397770,0.269097,0.308871,0.294005,0.072451,0.015281,0.027018,0.020757,0.024361,0.003565,0.039457,0.004672,0.004285,0.017345,0.029312,0.020688,0.015785,0.064645,0.061172,0.381488,0.065485,0.059291,0.397660,0.012609,0.126279,2.993403,0.671001,0.599022,0.622769,0.501795,0.461792,0.284752,0.403561,0.311185,0.464995,0.362791,0.305351,0.284746,0.060488,0.017741,0.033570,0.029348,0.019387,0.004460,0.058506,0.007038,0.004577,0.023300,0.042150,0.023944,0.016279,POSITIVE
0.107509,0.051119,3.097548,0.194593,0.190572,0.682908,0.020821,0.167804,-25.698127,2.434481,-0.044518,-0.061465,-0.296200,0.013658,0.048532,0.002480,0.081245,-0.077316,-0.174556,-0.018071,-0.110779,0.027229,0.011876,0.025133,0.007325,0.017480,0.013745,0.019827,0.002037,0.006528,0.031911,0.035626,0.006002,0.030125,0.008976,-0.000919,-0.000248,0.007654,0.001507,0.032214,0.000107,0.012214,-0.086209,-0.021280,0.011660,0.003649,0.013074,-0.009506,0.003708,-0.000680,0.007378,-0.000797,0.005282,0.006346,0.008677,-0.001573,-0.000013,-0.000197,-0.000002,-0.000030,-0.000040,-0.000232,-0.000038,0.000033,-0.000280,-0.000730,-0.000218,-0.000526,0.110944,0.054179,0.243734,0.112994,0.045438,0.617091,0.016111,0.197668,2.845223,0.992880,0.882633,0.648402,0.523642,0.393037,0.370749,0.325615,0.275206,0.289717,0.314683,0.331708,0.333582,0.038813,0.023584,0.028842,0.011972,0.020308,0.026216,0.027861,0.004008,0.008203,0.044871,0.041236,0.008895,0.014786,0.097776,0.046417,0.346236,0.097372,0.049415,0.556345,0.021112,0.190432,1.975918,0.834794,0.667258,0.506351,0.581064,0.372708,0.354738,0.378230,0.311236,0.301368,0.320984,0.284480,0.293343,0.040654,0.022106,0.031916,0.015241,0.021577,0.023495,0.028302,0.004843,0.010482,0.049910,0.034439,0.011304,0.016464,POSITIVE
0.136257,0.054828,3.064542,0.226400,0.196243,0.688506,0.020139,0.207014,-25.034657,2.448485,0.025543,-0.222376,-0.625647,-0.016034,-0.116918,-0.032410,-0.165777,-0.274907,-0.413653,-0.048709,-0.004412,0.011899,0.013200,0.035676,0.033093,0.038812,0.021744,0.009312,0.000655,0.004655,0.013548,0.025490,0.006447,0.032394,0.000503,0.007040,0.002889,0.001101,0.000192,-0.003203,0.001562,0.000038,0.280627,-0.034658,0.018044,-0.029080,-0.057224,-0.010053,-0.037507,0.005822,0.016162,0.014390,0.027020,-0.001861,-0.004391,-0.000539,-0.000009,-0.002092,-0.000345,-0.001896,-0.001194,-0.001425,-0.000015,0.000005,0.006281,-0.002525,-0.000026,0.000431,0.171009,0.050259,0.320097,0.163798,0.058777,0.644932,0.012834,0.264780,2.644483,0.570135,0.844992,0.565239,0.624158,0.350272,0.430850,0.446513,0.355776,0.336465,0.402500,0.378673,0.333859,0.013603,0.033002,0.036640,0.038447,0.056364,0.036012,0.009824,0.000687,0.009396,0.032296,0.041352,0.010684,0.014670,0.199613,0.055981,0.473483,0.166086,0.059672,0.779319,0.016171,0.309756,2.246176,0.705462,0.817560,0.538496,0.738183,0.379237,0.563336,0.397146,0.357206,0.242108,0.414519,0.431996,0.282045,0.017135,0.040652,0.048054,0.047221,0.067240,0.047736,0.014957,0.001003,0.012493,0.031984,0.050774,0.012631,0.019068,POSITIVE
0.079330,0.098796,3.255427,0.179532,0.191784,0.512530,0.029134,0.115577,-23.259289,2.379729,-0.396329,0.067821,-0.887197,-0.450151,0.149322,0.092534,-0.041490,0.002641,-0.311070,-0.317783,-0.447118,0.088348,0.021759,0.021904,0.002837,0.002886,0.016279,0.003054,0.001276,0.000980,0.017417,0.025463,0.039717,0.041205,0.001155,-0.003731,0.000397,-0.005585,-0.005981,0.015830,0.001665,0.004038,-0.001824,0.141792,-0.201929,0.070583,0.158718,-0.015015,0.028913,0.052639,-0.031514,0.016895,-0.026080,-0.040764,-0.032254,0.002152,0.000048,0.000667,0.000049,-0.000910,0.012950,0.000022,0.000060,-0.000133,-0.013996,0.001165,0.000364,-0.000397,0.043335,0.059226,0.084334,0.080301,0.058147,0.246586,0.025781,0.136404,0.578962,0.513547,0.943331,0.333682,0.695561,0.473045,0.265147,0.398381,0.251155,0.239228,0.362170,0.351888,0.213809,0.056273,0.047133,0.022789,0.002695,0.003221,0.044422,0.003082,0.002293,0.000680,0.048935,0.034114,0.056125,0.008569,0.063869,0.079595,0.119921,0.106043,0.071480,0.368703,0.035302,0.207544,0.837817,0.595751,0.863764,0.413650,0.526028,0.457623,0.339182,0.569134,0.306993,0.258032,0.303751,0.434710,0.196823,0.075464,0.066254,0.023550,0.003816,0.003846,0.039708,0.003170,0.003137,0.000808,0.049889,0.035165,0.086193,0.012768,POSITIVE
0.080601,0.045303,3.073529,0.164338,0.172793,0.592263,0.023056,0.143333,-24.351376,2.647211,-0.446301,-0.180323,-0.803754,-0.059911,0.160002,-0.064804,0.060571,0.190695,-0.193018,0.154346,-0.032192,0.014552,0.003489,0.022923,0.012762,0.015590,0.009099,0.017629,0.004424,0.025417,0.026286,0.022066,0.022157,0.024887,-0.001001,-0.004603,0.018990,-0.005436,-0.006628,-0.021517,0.003555,-0.002833,-0.221242,0.095150,0.098885,0.028887,-0.031698,-0.028066,-0.040175,-0.016227,0.005808,0.007335,-0.004172,0.001006,-0.025469,0.002039,-0.000151,0.000311,0.000260,-0.003308,-0.003991,0.000102,-0.000056,0.000170,0.000362,0.006638,0.000518,0.000745,0.053596,0.033135,0.229930,0.101230,0.047817,0.642935,0.014438,0.189422,2.076263,0.811750,0.997464,0.353687,0.583053,0.336783,0.297198,0.266276,0.224427,0.229635,0.262913,0.202906,0.210612,0.021167,0.004439,0.029156,0.022275,0.025966,0.015832,0.031134,0.007545,0.025867,0.021074,0.035469,0.045124,0.009763,0.070724,0.024010,0.265773,0.138943,0.054706,0.886561,0.015813,0.280597,1.828535,0.860944,0.506095,0.417689,0.636370,0.345598,0.388284,0.338733,0.247926,0.288300,0.342295,0.216011,0.239186,0.016937,0.005978,0.033952,0.032116,0.023009,0.017868,0.043511,0.006654,0.025538,0.025152,0.042192,0.048435,0.011451,POSITIVE
0.157384,0.034021,3.080199,0.228506,0.204498,0.828145,0.014209,0.236854,-26.239770,2.479838,-0.129673,0.107088,-0.303099,0.265485,0.052657,-0.136685,0.024524,0.097705,-0.195495,0.017418,-0.312919,0.058683,0.001659,0.014850,0.003954,0.013105,0.017879,0.010704,0.001329,0.002197,0.008484,0.067481,0.022583,0.029324,-0.001314,-0.001628,-0.005976,-0.000220,0.000082,0.002355,0.000025,-0.000687,-0.276122,-0.021849,-0.012320,0.031356,0.039945,0.025475,0.006543,0.020715,0.001927,-0.007793,0.022218,0.008046,0.014617,-0.000082,-0.000029,0.001119,-0.000011,0.001090,0.000008,0.001823,0.000017,0.000032,-0.000431,-0.000434,-0.000618,-0.000235,0.182806,0.032826,0.213832,0.159356,0.066098,0.830469,0.010754,0.303446,2.820979,0.803872,0.794891,0.492729,0.545614,0.339311,0.334135,0.272548,0.274670,0.205521,0.273281,0.217702,0.289155,0.050026,0.001802,0.014373,0.004105,0.012943,0.025654,0.012055,0.001709,0.002212,0.008490,0.046047,0.033789,0.013278,0.182758,0.035965,0.312309,0.166065,0.084330,0.960650,0.016047,0.326733,2.224133,0.970612,0.760450,0.420203,0.694964,0.406669,0.335527,0.320983,0.332370,0.308236,0.299722,0.259133,0.322848,0.056739,0.002609,0.018554,0.005966,0.010564,0.027961,0.013124,0.002005,0.003266,0.011847,0.045994,0.045552,0.014741,POSITIVE
0.071151,0.040468,3.072204,0.179766,0.197207,0.663975,0.014431,0.132250,-26.270426,2.205496,-0.340449,0.359632,-0.136442,0.177219,0.141509,-0.162914,-0.096288,0.179421,-0.300267,0.152525,-0.237531,0.071089,0.003562,0.019979,0.005164,0.023835,0.006964,0.020125,0.001131,0.004680,0.015690,0.059508,0.008884,0.034140,-0.000939,-0.004358,0.020360,0.003680,0.006070,-0.022989,-0.000790,-0.008125,-0.765917,-0.037556,0.149076,0.032049,0.049455,0.034189,-0.014076,0.025014,0.015248,0.010443,0.041300,-0.002398,-0.003512,-0.002704,-0.000471,0.002222,0.000932,0.004958,-0.001100,0.001101,-0.000070,-0.000128,-0.000474,0.007086,-0.001138,0.001176,0.030776,0.031319,0.197811,0.049876,0.032737,0.431699,0.007420,0.111554,2.767661,0.698454,0.524093,0.281279,0.364330,0.268808,0.259217,0.258778,0.237377,0.240323,0.342918,0.219984,0.286663,0.067356,0.009853,0.012856,0.004132,0.024006,0.006081,0.021765,0.000842,0.008780,0.016493,0.044597,0.014100,0.013536,0.038482,0.034942,0.295814,0.065284,0.043441,0.509977,0.009672,0.153206,1.510159,0.788623,0.677920,0.265817,0.423847,0.365496,0.327044,0.327554,0.287436,0.306673,0.334130,0.252509,0.274606,0.073589,0.015521,0.015130,0.004772,0.019898,0.010538,0.024329,0.001147,0.010522,0.023285,0.048661,0.015854,0.019893,POSITIVE
